Amenity Type,Name,Latitude,Longitude,road,suburb,state_district,road_count,suburb_count,district_count,scaled_suburb,population
fast_food,Food Track,28.5755451,77.2092905,Aurobindo Marg,Kidwai Nagar,,17,2,0,0.2702702702702703,17000
fast_food,Streetfood,28.5376536,77.213097,Guru Gobind Singh Marg,Malviya Nagar,South Delhi,9,26,231,3.5135135135135136,9234
fast_food,Domino's,28.6451021,77.1696998,Patel Road,Patel Nagar,West Delhi,5,12,67,1.6216216216216217,5068
fast_food,Domino's,28.5692288,77.220737,Mahatma Gandhi Marg,South Extension,South East Delhi,24,10,189,1.3513513513513513,24190
fast_food,Agarwal Sweets,28.508805,77.2007334,IGNOU Road,Neb Sarai,South Delhi,24,25,231,3.3783783783783785,24234
fast_food,qureshi kabab,28.6305945,77.220264,Outer Circle,Connaught Place,,28,74,0,10.0,28010
fast_food,Prabhu,28.5468576,77.1249166,Abdul Gaffar Khan Marg,,,12,0,0,0.0,12000
fast_food,Jain Sweets,28.5469671,77.1248898,Abdul Gaffar Khan Marg,,,12,0,0,0.0,12000
fast_food,Domino's,28.3783663,76.9035584,Delhi Western Peripheral Expressway,,,1,0,0,0.0,1000
fast_food,Tea Tchai to take away,28.6407857,77.213179,Tooti Chowk (Subzi Mandi),Paharganj,Central Delhi,1,16,99,2.1621621621621623,1101
fast_food,Dilpasand Byriani Taufiq Byriani Wala,28.6471993,77.2359366,Dakhni Rai Street,Old Delhi,Central Delhi,1,26,99,3.5135135135135136,1102
fast_food,Waffle Chowk,28.6387959,77.3654336,Doctor Sushila Naiyar Marg,Indirapuram,Ghaziabad,2,8,46,1.0810810810810811,2047
fast_food,Nilgiri Night Mess,28.5462252,77.1820651,Vaishali Apartments Road,Hauz Khas,South Delhi,1,51,231,6.891891891891892,1237
fast_food,Zaika Muradabadi,28.5686807,77.2443637,Veer Savarkar Marg,Lajpat Nagar,South East Delhi,4,35,189,4.72972972972973,4193
fast_food,Burger Singh,28.6464253,77.1176773,Shivaji Marg,,West Delhi,13,0,67,0.0,13067
fast_food,Domino's,28.6986825,77.2060131,Mahatma Gandhi Marg,,North Delhi,24,0,47,0.0,24047
fast_food,Chatori Gali,28.5179821,77.1987555,Westend Marg,,South Delhi,6,0,231,0.0,6231
fast_food,Domino's,28.5403214,77.2581479,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
fast_food,Southy,28.5417754,77.2548705,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
fast_food,Wendy's,28.5406777,77.2566838,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
fast_food,McDonald's,28.5402032,77.2577272,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
fast_food,KFC,28.5420974,77.2534301,,Kalkaji,South East Delhi,0,18,189,2.4324324324324325,191
fast_food,Nirula's,28.5419253,77.2538259,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
fast_food,Burger Singh,28.5403427,77.2574272,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
fast_food,Amazing chole stand,28.6440465,77.2124248,Arya Nagar Road;Sang Trashan Marg,Karol Bagh Tehsil,Central Delhi,2,12,99,1.6216216216216217,2100
fast_food,Subway,28.669849,77.1026183,Chaudhary Balbir Singh Marg,Paschim Vihar,West Delhi,2,8,67,1.0810810810810811,2068
fast_food,Domino's,28.6918679,77.2915973,Loni Road,,Shahdara,4,0,20,0.0,4020
fast_food,"34, Chowringhee Lane",28.5438131,77.2509622,Kanshiram Takkar Marg,Govindpuri,South East Delhi,2,6,189,0.8108108108108109,2189
fast_food,Chicago Pizza,28.5708038,77.2399593,Veer Savarkar Marg,Lajpat Nagar,South East Delhi,4,35,189,4.72972972972973,4193
fast_food,Domino's,28.5689024,77.188864,Africa Avenue,,,3,0,0,0.0,3000
fast_food,Jatin's Cafe,28.6186978,77.0545912,Shivaji Marg,Nawada,West Delhi,13,3,67,0.40540540540540543,13067
fast_food,Domino's,28.6207795,77.2850272,Narwana Road,Patparganj Industrial Area,East Delhi,5,2,61,0.2702702702702703,5061
fast_food,The Kathi's,28.5236136,77.2070765,Pramod Mahajan Marg,Saket,South Delhi,9,25,231,3.3783783783783785,9234
fast_food,Pause,28.5407143,77.2118687,Basant Kaur Marg,,South Delhi,12,0,231,0.0,12231
fast_food,Halka Fulka,28.6347974,77.2201885,Radial Road 4,Connaught Place,,4,74,0,10.0,4010
fast_food,Oodles Noodles,28.5350111,77.2081563,Basant Kaur Marg,,South Delhi,12,0,231,0.0,12231
fast_food,Rolls King,28.5350192,77.2081657,Basant Kaur Marg,,South Delhi,12,0,231,0.0,12231
fast_food,Momo King,28.5341019,77.2073055,Basant Kaur Marg,,South Delhi,12,0,231,0.0,12231
fast_food,McDonald's,28.5630146,77.2243588,August Kranti Marg,South Extension,South East Delhi,7,10,189,1.3513513513513513,7190
fast_food,Old Delhi Kitchen,28.5438807,77.2511713,Kanshiram Takkar Marg,Govindpuri,South East Delhi,2,6,189,0.8108108108108109,2189
fast_food,Pizza 96,28.5201781,77.2032018,Mehrauli Badarpur Road,,South Delhi,4,0,231,0.0,4231
fast_food,Chaska Tandoori Snacks,28.5518792,77.2074369,Chaudhary Dalip Singh Marg,Hauz Khas,South Delhi,2,51,231,6.891891891891892,2237
fast_food,"34, Chowringhee Lane",28.6288935,77.2187659,Janpath,Connaught Place,,10,74,0,10.0,10010
fast_food,Azad Chicken Biryani Corner,28.5193991,77.2063908,IGNOU Road,Neb Sarai,South Delhi,24,25,231,3.3783783783783785,24234
fast_food,Domino's,28.5498888,77.2511493,Nehru Place Road,Nehru Place,South East Delhi,10,13,189,1.7567567567567568,10190
fast_food,McDonald's,28.3671874,76.9443904,Amer Road,,,12,0,0,0.0,12000
fast_food,Aggarwal Sweets and Snacks,28.5221102,77.1686236,Aruna Asaf Ali Marg,Mehrauli,South Delhi,2,9,231,1.2162162162162162,2232
fast_food,Priyanshi South Indian Fast Food Point,28.632053,77.279436,Vikas Marg,Vir Savarkar Block,East Delhi,25,5,61,0.6756756756756757,25061
fast_food,Tip Top Tikka Corner,28.509824,77.201705,IGNOU Road,Neb Sarai,South Delhi,24,25,231,3.3783783783783785,24234
fast_food,The Pizza Pie,28.5100591,77.201592,,Neb Sarai,South Delhi,0,25,231,3.3783783783783785,234
fast_food,Domino's,28.6317488,77.2789716,Vikas Marg,Vir Savarkar Block,East Delhi,25,5,61,0.6756756756756757,25061
fast_food,Wake & Shake,28.5620676,77.193449,,Humayunpur,South Delhi,0,1,231,0.13513513513513514,231
fast_food,Mcdonald,28.6305923,77.2172927,Outer Circle,Connaught Place,,28,74,0,10.0,28010
fast_food,Roll and Roast,28.5400761,77.248629,,Chittaranjan Park,South East Delhi,0,7,189,0.945945945945946,189
fast_food,Durai South Indian Cafe,28.5234158,77.2226606,Shaheed Lieutenant Pankaj Juyal Marg,Sector 1,South Delhi,2,9,231,1.2162162162162162,2232
fast_food,Lodhi Knights,28.5816234,77.2206837,,Lodhi Colony,South East Delhi,0,10,189,1.3513513513513513,190
fast_food,McDonald's,28.6923651,77.1526673,Mahatma Gandhi Road,Shalimar Bagh,North West Delhi,3,3,27,0.40540540540540543,3027
fast_food,Haldiram's,28.6929456,77.1528688,Mahatma Gandhi Road,Shalimar Bagh,North West Delhi,3,3,27,0.40540540540540543,3027
fast_food,Raju Fast Food Corner,28.5402415,77.2490221,Bipinchandra Pal Marg,Chittaranjan Park,South East Delhi,3,7,189,0.945945945945946,3189
fast_food,Concept Shawarma,28.578258,77.2387357,Defence Colony Flyover,Lajpat Nagar,South East Delhi,2,35,189,4.72972972972973,2193
fast_food,Wow! Momo,28.5070207,77.1751392,Acharya Shri Tulsi Marg,,South Delhi,7,0,231,0.0,7231
fast_food,Burger King,28.5069974,77.1751748,Acharya Shri Tulsi Marg,,South Delhi,7,0,231,0.0,7231
fast_food,KFC,28.4035723,76.9477406,Orris Carnation Road,Sector 85,,1,1,0,0.13513513513513514,1000
fast_food,Subway,28.5587768,77.1708164,Nelson Mandela Marg,,,14,0,0,0.0,14000
fast_food,Nirula's,28.531414,77.1538432,Nelson Mandela Marg,Vasant Kunj,,14,14,0,1.891891891891892,14001
fast_food,Super Hit Pizza,28.5845777,77.2264117,Fifth Avenue Road,Lodhi Colony,South East Delhi,3,10,189,1.3513513513513513,3190
fast_food,Sona,28.5483497,77.2515155,Nehru People Market Road,Nehru Place,South East Delhi,2,13,189,1.7567567567567568,2190
fast_food,Wow! Momo,28.5336691,77.1519207,Nelson Mandela Marg,Vasant Kunj,,14,14,0,1.891891891891892,14001
fast_food,The Kulchas!,28.5140025,77.2047827,IGNOU Road,Neb Sarai,South Delhi,24,25,231,3.3783783783783785,24234
fast_food,Lucknow Central,28.5402171,77.2488504,Bipinchandra Pal Marg,Chittaranjan Park,South East Delhi,3,7,189,0.945945945945946,3189
fast_food,Taco Bell,28.6302271,77.2202118,Outer Circle,Connaught Place,,28,74,0,10.0,28010
fast_food,Biryani Blues,28.5399164,77.2584976,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
fast_food,La Pino'z Pizza,28.5428844,77.2523787,Hansraj Sethi Marg,Govindpuri,South East Delhi,17,6,189,0.8108108108108109,17189
fast_food,Gopal's Chop and Cutlet,28.5402757,77.2489209,Bipinchandra Pal Marg,Chittaranjan Park,South East Delhi,3,7,189,0.945945945945946,3189
fast_food,Burger King,28.523264,77.2080181,Saket Road,Saket,South Delhi,8,25,231,3.3783783783783785,8234
fast_food,Royal Chicken Biryani,28.5130606,77.2040734,IGNOU Road,Neb Sarai,South Delhi,24,25,231,3.3783783783783785,24234
fast_food,Bikaner Sweets,28.5295382,77.2152345,Pandit Trilok Chandra Sharma Marg,,South Delhi,10,0,231,0.0,10231
fast_food,Nawaab's Kitchen,28.5295037,77.2145284,Pandit Trilok Chandra Sharma Marg,,South Delhi,10,0,231,0.0,10231
fast_food,Haldiram's,28.628021,77.3751752,Shaheed Hawaldar Padam Singh Dhama Marg,Sector 63,Gautam Buddha Nagar,2,2,70,0.2702702702702703,2070
fast_food,Jain Shikanji,28.6003484,77.2603868,Delhi - Meerut Expressway,,South East Delhi,3,0,189,0.0,3189
fast_food,Hotspot Pizzeria,28.5009789,77.1962866,IGNOU Road,Neb Sarai,South Delhi,24,25,231,3.3783783783783785,24234
fast_food,Shri Sai Food Corner,28.4985542,77.1896627,Maidan Garhi Road,Chattarpur,South Delhi,1,4,231,0.5405405405405406,1231
fast_food,Jain Shikanji,28.6028017,77.2656509,Delhi - Meerut Expressway,,East Delhi,3,0,61,0.0,3061
fast_food,Shiva Tourist Dhaba,28.5994011,77.26071,Delhi - Meerut Expressway,,South East Delhi,3,0,189,0.0,3189
fast_food,Subway,28.580089,77.3152448,Lieutenant Vijyant Thapar Marg,Harola,Gautam Buddha Nagar,3,4,70,0.5405405405405406,3070
fast_food,fast food shop,28.7023935,77.2074733,Qutram Lane,Outram Lines,North Delhi,1,1,47,0.13513513513513514,1047
fast_food,food shop,28.7137706,77.2168936,Banda Bahadur Marg,Mukherjee Nagar,North Delhi,7,6,47,0.8108108108108109,7047
fast_food,Ahimsa food,28.5250281,77.2763046,Ram Dulari Tundelkar Ji Road,Govindpuri,South East Delhi,3,6,189,0.8108108108108109,3189
fast_food,Vezlay food Pvt Ltd,28.6896853,77.2986638,100 Feet Road,,Shahdara,5,0,20,0.0,5020
fast_food,Cigarette shop,28.6249306,77.23039,Firoz Shah Road,Connaught Place,,1,74,0,10.0,1010
fast_food,NutrioBox Preet Vihar,28.6467219,77.3016266,Bhartendu Harish Chandra Marg,Saini Enclave,Shahdara,1,1,20,0.13513513513513514,1020
fast_food,Nutriobox Janakpuri,28.6249115,77.0918909,Dharam Marg,Janakpuri,West Delhi,2,4,67,0.5405405405405406,2067
fast_food,NutrioBox Gurugram,28.4798283,77.081751,Mehrauli Gurgaon Road,Sector 25,,2,6,0,0.8108108108108109,2000
fast_food,zaika kathi rolls,28.5348753,77.2910585,Maharaja Agarsen Road,Sarita Vihar,South East Delhi,1,1,189,0.13513513513513514,1189
food_court,Food Court,28.614409,77.2767565,Dadri Road,Mayur Vihar,East Delhi,4,10,61,1.3513513513513513,4062
food_court,Naval Officers Mess,28.5725158,77.1389666,Delhi-Gurugram Expressway,Delhi Cantonment,,21,55,0,7.4324324324324325,21007
food_court,FRUIT & CHATT CORNER,28.6297651,77.2224663,Connaught Lane,Connaught Place,,6,74,0,10.0,6010
food_court,Food Croner,28.630164,77.2230255,Connaught Lane,Connaught Place,,6,74,0,10.0,6010
food_court,Sheetal Paan Corner,28.657545,77.323478,Road No 56,Vivek Vihar,Ghaziabad,1,1,46,0.13513513513513514,1046
food_court,Haldiram,27.8969744,78.091859,Ramghat Road,,Aligarh,1,0,7,0.0,1007
food_court,Food Club,27.8960211,76.2819618,SH14,,Kotputli-Behror,5,0,7,0.0,5007
food_court,Indira rasoi Yojna,27.8932459,76.2889745,SH14,,Kotputli-Behror,5,0,7,0.0,5007
food_court,Jai baba mohan Ram Burger,27.89211,76.2939174,Amer Road,,Kotputli-Behror,12,0,7,0.0,12007
food_court,Spice and Space,27.891532,76.2940887,SH14,,Kotputli-Behror,5,0,7,0.0,5007
food_court,Dining Hall,27.9203509,78.0761018,Road to Minto Circle,,Aligarh,1,0,7,0.0,1007
food_court,Priya Sweet Corner,28.6466874,77.4442108,New Panchwati Road,,Ghaziabad,1,0,46,0.0,1046
food_court,GoKhana,28.3921944,77.059037,Kadarpur Road,Sector 65,,7,7,0,0.945945945945946,7000
ice_cream,Shake Sahab,28.6348833,77.2221046,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
ice_cream,Kermal Mahal Kulfi,28.6474152,77.2288691,Sitaram Bazar Road,Old Delhi,Central Delhi,2,26,99,3.5135135135135136,2102
ice_cream,Naturals,28.551463,77.2053927,Aurobindo Marg,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
ice_cream,Ice Bakery,28.543903,77.2301277,Josip Broz Tito Marg,,South Delhi,3,0,231,0.0,3231
ice_cream,Baskin Robbins,28.606893,77.2906357,Anand Lok DDA Park Walkway,Mayur Vihar,East Delhi,3,10,61,1.3513513513513513,3062
ice_cream,kuremal mohanlal kulfiwale,28.6476472,77.2269058,Sitaram Bazar Road,Old Delhi,Central Delhi,2,26,99,3.5135135135135136,2102
ice_cream,Naturals,28.5714856,77.2373191,Veer Savarkar Marg,Lajpat Nagar,South East Delhi,4,35,189,4.72972972972973,4193
ice_cream,Havmor Ice Cream,28.7122097,77.1309064,Katyani Mata Road,Rohini,North Delhi,2,31,47,4.1891891891891895,2051
ice_cream,Giani's,28.5363144,77.2113421,Brahma Kumari Marg,Malviya Nagar,South Delhi,5,26,231,3.5135135135135136,5234
ice_cream,Havmor,28.5511522,77.2045076,Aurobindo Marg,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
ice_cream,Giani,28.5513013,77.2045766,Aurobindo Marg,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
ice_cream,Baskin Robbins,28.5485369,77.2369153,Hans Raj Gupta Marg,,South East Delhi,4,0,189,0.0,4189
ice_cream,Giani,28.5622334,77.2450357,Kalka Devi Marg,Lajpat Nagar,South East Delhi,7,35,189,4.72972972972973,7193
ice_cream,Cocoberry,28.5347957,77.2080378,Basant Kaur Marg,,South Delhi,12,0,231,0.0,12231
ice_cream,Bistro 57,28.6351241,77.2212339,Radial Road 5,Chanakya Puri Tehsil,,2,56,0,7.567567567567568,2007
ice_cream,Kulfiano,28.6935367,77.2045676,Thekedar Surjit Singh Marg,,North Delhi,2,0,47,0.0,2047
ice_cream,Crème Borne,28.6351364,77.2218513,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
ice_cream,Naturals Ice Cream,28.5366242,77.2385223,Indramohan Bhardwaj Marg,Alaknanda,South East Delhi,2,20,189,2.7027027027027026,2191
ice_cream,Keventers,28.5617494,77.2437006,A Block Amar Colony,Lajpat Nagar,South East Delhi,1,35,189,4.72972972972973,1193
ice_cream,Keventers,28.5699324,77.2199272,Mahatma Gandhi Marg,South Extension,South East Delhi,24,10,189,1.3513513513513513,24190
ice_cream,Keventers,28.6316576,77.2161886,Jain Mandir Marg,Connaught Place,,2,74,0,10.0,2010
ice_cream,Keventers,28.6823237,77.2064451,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
ice_cream,Keventers,28.6495788,77.1916033,Ajmal Khan Road,Karol Bagh,Central Delhi,2,2,99,0.2702702702702703,2099
ice_cream,Keventers,28.5426017,77.1555423,Nelson Mandela Marg,Vasant Kunj,,14,14,0,1.891891891891892,14001
ice_cream,Keventers,28.5285018,77.218927,Pandit Trilok Chandra Sharma Marg,,South Delhi,10,0,231,0.0,10231
ice_cream,Keventers,28.551447,77.2512737,Nehru Place Road,Nehru Place,South East Delhi,10,13,189,1.7567567567567568,10190
ice_cream,Keventers,28.5494797,77.2361657,Green Lane,,South East Delhi,3,0,189,0.0,3189
ice_cream,Keventers,28.5237344,77.2069788,Pramod Mahajan Marg,Saket,South Delhi,9,25,231,3.3783783783783785,9234
ice_cream,Keventers,28.5421453,77.25322,Hansraj Sethi Marg,Kalkaji,South East Delhi,17,18,189,2.4324324324324325,17191
ice_cream,Keventers,28.6274773,77.2195781,Janpath,Connaught Place,,10,74,0,10.0,10010
ice_cream,Keventers,28.6421293,77.1859843,Bazaar Marg,Rajendra Nagar,West Delhi,5,7,67,0.945945945945946,5067
ice_cream,Havmor,28.5425615,77.2525201,Hansraj Sethi Marg,Govindpuri,South East Delhi,17,6,189,0.8108108108108109,17189
ice_cream,Giani's,28.6260671,77.4354425,Crossings Republik Road,Crossings Republik,Ghaziabad,1,1,46,0.13513513513513514,1046
ice_cream,Jaatre Ice Cream,28.558814,77.2734146,C.V. Raman Marg,,South East Delhi,1,0,189,0.0,1189
ice_cream,Havmore,28.707184,77.1394687,Power House Road,Pitampura,North West Delhi,1,6,27,0.8108108108108109,1027
ice_cream,Gianis,28.6821815,77.1921684,Dhaval Chowk,Civil Lines Tehsil,Central Delhi,1,20,99,2.7027027027027026,1101
ice_cream,Mother Dairy,28.6188551,77.2866712,Narwana Road,Patparganj Industrial Area,East Delhi,5,2,61,0.2702702702702703,5061
ice_cream,Cold Love Artisanal Ice Cream,28.6301157,77.2199015,Outer Circle,Connaught Place,,28,74,0,10.0,28010
ice_cream,Baskin-Robbins,28.607961,77.2296189,Shri Barada Ukil Marg,Chanakya Puri Tehsil,,2,56,0,7.567567567567568,2007
ice_cream,Gianis,28.6079309,77.2296182,Shri Barada Ukil Marg,Chanakya Puri Tehsil,,2,56,0,7.567567567567568,2007
ice_cream,Giani's Ice Cream,28.3916172,77.030098,Golf Course Extension Road,Sector 71,,8,4,0,0.5405405405405406,8000
ice_cream,Baskin-Robbins,28.6346493,77.2218207,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
ice_cream,Kuremal's Kulfi,28.6350396,77.2219494,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
ice_cream,Giani Ice Cream,28.5368324,77.2116933,Guru Gobind Singh Marg,Malviya Nagar,South Delhi,9,26,231,3.5135135135135136,9234
ice_cream,Tounge twisters,28.3870128,77.3531087,Ashray Bhavan Road,,Faridabad,5,0,20,0.0,5020
ice_cream,Giani's,28.6349855,77.2220055,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
ice_cream,Creamy Fun,28.6347065,77.2222726,Outer Circle,Chanakya Puri Tehsil,,28,56,0,7.567567567567568,28007
ice_cream,Gianis Ice Cream,28.3950383,77.0314327,Golf Course Extension Road,Sector 71,,8,4,0,0.5405405405405406,8000
ice_cream,Dolce Gelato,28.3825402,77.0528147,Sohna Road,Badshahpur,,9,3,0,0.40540540540540543,9000
ice_cream,Gianis,28.5371527,77.2120934,Guru Gobind Singh Marg,Malviya Nagar,South Delhi,9,26,231,3.5135135135135136,9234
ice_cream,Chowpatty Juice and Ice Cream Parlour,28.741888,77.1659567,Thana Road,Bhalswa Jahangirpuri,North Delhi,2,1,47,0.13513513513513514,2047
ice_cream,Giani's,28.6426719,77.2963531,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
ice_cream,Kuremal Mahavir Prasad Kulfiwale,28.6426952,77.2963291,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
ice_cream,King's Kulfi and Ice Creams,28.6424629,77.296029,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
ice_cream,Kurémal's Kulfi,28.6423617,77.2959478,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
ice_cream,Zafran Kulfi Falooda,28.6369399,77.2864881,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,Havmor,28.6370523,77.2864715,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,Berry Brothers,28.6372039,77.2862451,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,Kuremal's Kulfi,28.6296135,77.2324003,Babar Road,Connaught Place,,4,74,0,10.0,4010
ice_cream,Naturals,28.6435354,77.2982993,Vikas Marg,Indraprastha Extension,East Delhi,25,13,61,1.7567567567567568,25062
ice_cream,MAA VAISHNAVI ENTERPRISES,28.6893337,77.2996624,Flyover,Shahdara,Shahdara,2,2,20,0.2702702702702703,2020
ice_cream,Nirulas,28.6361223,77.3619491,Kala Pathar Road,Indirapuram,Ghaziabad,1,8,46,1.0810810810810811,1047
ice_cream,nic,28.6795063,77.2081436,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
ice_cream,Havmor,28.6793682,77.2081153,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
ice_cream,Baskin-Robbins,28.6793184,77.2081019,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
ice_cream,Naturals,28.6791015,77.2080393,Chhatra Marg,Kamla Nagar,Central Delhi,12,10,99,1.3513513513513513,12100
ice_cream,Gianis,28.5885311,77.168857,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
ice_cream,Waffle O'Clock,28.5880117,77.1678041,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
ice_cream,Nic,28.587163,77.1690583,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
ice_cream,Shrinath Mix Ice Cream,28.622509,77.2904649,Gurudwara Road,Mandawali Fazalpur,East Delhi,2,4,61,0.5405405405405406,2061
ice_cream,Angels In My Kitchen,28.4532749,77.0825018,C1331,Sector 43,,3,6,0,0.8108108108108109,3000
ice_cream,Amit Kulfi Bhandar,28.6225812,77.2901723,Gali Number 1,Mandawali Fazalpur,East Delhi,2,4,61,0.5405405405405406,2061
ice_cream,Biiyii Dondurma Turkish Ice Cream,28.6376713,77.2863465,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,Amul Ice Cream,28.63762,77.2864449,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,Original Ice Creams,28.6369191,77.2864183,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,McDonald's,28.6370002,77.2863452,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,Nirula's Icecream,28.6368107,77.2861597,Patparganj Road,Laxmi Nagar,East Delhi,2,11,61,1.4864864864864866,2062
ice_cream,Nirula's Ice Cream,28.6367626,77.2861334,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
ice_cream,Twist Bell Turkish Ice-cream,28.5546686,77.1950056,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
ice_cream,Naturals,28.6343083,77.2221112,Outer Circle,Connaught Place,,28,74,0,10.0,28010
ice_cream,Hello's Shakes And Softy,28.6454704,77.1888422,Ajmal Khan Road,Karol Bagh,Central Delhi,2,2,99,0.2702702702702703,2099
ice_cream,CocoBerry,28.5498615,77.2333343,Hans Raj Gupta Marg,,South East Delhi,4,0,189,0.0,4189
pub,Machaan,28.4996949,77.0961326,Moulsari Road,Sector 25A,,1,7,0,0.945945945945946,1000
pub,MyBar,28.6405551,77.2107627,Main Bazaar,Paharganj,Central Delhi,2,16,99,2.1621621621621623,2101
pub,PWO house,28.457491,77.076409,August Kranti Marg,Sector 43,,7,6,0,0.8108108108108109,7000
pub,Monkey Bar,28.537211,77.1471275,Abdul Gaffar Khan Marg,Vasant Kunj,,12,14,0,1.891891891891892,12001
pub,Kaffeine,28.5535626,77.1941956,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
pub,Imperfecto,28.5547346,77.1951084,Hauz Khas Village Road,Hauz Khas,South Delhi,17,51,231,6.891891891891892,17237
pub,Dadel,28.5577445,77.1649005,Munirka Marg,Delhi Cantonment,,12,55,0,7.4324324324324325,12007
pub,Lord of the Drinks,28.636588,77.2874788,Vikas Marg,Laxmi Nagar,East Delhi,25,11,61,1.4864864864864866,25062
pub,The blue tokai,28.5596317,77.1968193,Chaudhary Harsukh Marg,Hauz Khas,South Delhi,4,51,231,6.891891891891892,4237
pub,Tipsy Room,28.5876445,77.1671767,Benito Juarez Marg,Delhi Cantonment,,27,55,0,7.4324324324324325,27007
pub,The Chatter House,28.5516149,77.2519393,Nehru Place Road,Nehru Place,South East Delhi,10,13,189,1.7567567567567568,10190
pub,floks,28.3925343,77.0591629,Kadarpur Road,Sector 65,,7,7,0,0.945945945945946,7000
restaurant,Park Baluchi,28.4684904,77.0644002,Leisure Valley Road,IFFCO Chowk,,17,27,0,3.6486486486486487,17003
restaurant,Dhaba,28.2972557,77.0670586,NH248A,,,4,0,0,0.0,4000
restaurant,Naveidyam,28.4649041,77.0789762,Ashika Marg,Sector 28,,3,7,0,0.945945945945946,3000
restaurant,Flavours Restaurant,28.5663466,77.2340571,Moolchand Flyover,Lajpat Nagar,South East Delhi,1,35,189,4.72972972972973,1193
restaurant,Nirula's,28.522664,77.1655706,Bhagwan Mahavir Marg,Mehrauli,South Delhi,3,9,231,1.2162162162162162,3232
restaurant,Food Court,28.4755165,77.0931248,A-48,Sector 28,,1,7,0,0.945945945945946,1000
restaurant,Gulshan Dhaba,29.0337787,77.0711437,Grand Trunk Road,,Sonipat,21,0,19,0.0,21019
restaurant,Pahalwan Dhaba,29.0338614,77.0711106,Grand Trunk Road,,Sonipat,21,0,19,0.0,21019
restaurant,Ahuja Dhaba,29.033927,77.0710865,Grand Trunk Road,,Sonipat,21,0,19,0.0,21019
restaurant,Amrik Sukhdev,29.0587033,77.0635163,Grand Trunk Road,,Sonipat,21,0,19,0.0,21019
restaurant,Pahalwan Dhaba,29.0312115,77.0729063,Grand Trunk Road,,Sonipat,21,0,19,0.0,21019
restaurant,Raj Restaurant,28.4446821,77.0596627,Netaji Subhash Chandra Bose Road,Sector 45,,9,3,0,0.40540540540540543,9000
restaurant,Haldiram,28.4012573,76.9886452,Delhi-Gurugram Expressway,Sector 75A,,21,1,0,0.13513513513513514,21000
restaurant,Aggarwal Sweets,28.5342313,77.2145639,Shrimati Rampyari Bhalla Marg,Malviya Nagar,South Delhi,1,26,231,3.5135135135135136,1234
