Amenity Type,Name,Latitude,Longitude
restaurant,shaloo foods,25.4561013,81.8710948
restaurant,sheenu chaat,25.4571289,81.8736109
restaurant,juli restaraunt,25.4512381,81.8726547
restaurant,Bhagirathi Food Plaza,25.2893311,82.9694725
restaurant,shkib,25.4568659,81.8651072
restaurant,sagar ratna,25.4481680,81.8612474
restaurant,maharani  zayka,25.4498963,81.8626464
restaurant,balaji,25.4587024,81.8568297
restaurant,ramada,25.4586730,81.8587279
restaurant,kahna shyam,25.4565644,81.8598892
restaurant,Banaras Sweet House,25.2691284,82.9826179
restaurant,Singh's Delight Restaurant,25.2615400,82.9814667
restaurant,Subway Varanasi,25.2947217,83.0001728
restaurant,Ice dew ice cream,25.2950226,83.0005599
restaurant,The Arabic Cafe,25.2949796,83.0006753
restaurant,Nonsense Fast Food,25.2965454,82.9991854
restaurant,breakfast centre,25.0182224,82.3601259
restaurant,Forty Wings,25.4033317,81.8682416
restaurant,Unknown,25.2905564,83.0020483
restaurant,Kadir Sweets,25.4029389,81.8691933
restaurant,Shaam Restaurant,25.4071555,81.8674795
restaurant,Alveena Food City,25.4012194,81.8689299
restaurant,Sethi Punjabi Dhaba,25.3907765,81.8627541
restaurant,Pizza Hut,25.4505795,81.8304807
restaurant,Tandoor,25.4504020,81.8315022
restaurant,Busybee,25.4026598,81.8686437
restaurant,Higgins IX CI,25.4110742,81.8429396
restaurant,Habib Hotel,25.3990652,81.8632979
restaurant,Mishthi,25.3997775,81.8670336
restaurant,BIKANER,25.4514360,81.8324604
restaurant,Pizza Hut,25.4559442,81.8355087
restaurant,शिवांगी लंच हाउस,25.3053215,82.9925403
restaurant,Shanti Restaurant,25.3048518,83.0077197
restaurant,Jyoti Cafe,25.3056593,83.0086228
restaurant,Rustic Kitchen,25.4571074,81.8352164
restaurant,Curry Leaf,25.4551480,81.8374386
restaurant,Unknown,25.3763903,81.8497630
restaurant,Unknown,25.4497703,81.7820493
restaurant,Unknown,25.4498304,81.7829184
restaurant,Unknown,25.4502226,81.7836833
restaurant,Unknown,25.4503260,81.7834543
restaurant,Unknown,25.4496908,81.7836304
restaurant,Kailash Parbat,25.4519558,81.8349982
restaurant,CHICAGO PIZZA,25.4520503,81.8352836
restaurant,Royal Castle,25.4065503,81.8679293
restaurant,New Zaika,25.4025606,81.8695416
restaurant,Al Zaika,25.4023521,81.8695444
restaurant,Mustfa Chicken Biryani,25.4029997,81.8692041
restaurant,Unknown,25.3101479,83.0056227
restaurant,Unknown,25.3101542,83.0054622
restaurant,Unknown,25.2594236,82.9815406
restaurant,AM 2 PM Restaurant,25.2595214,82.9815196
restaurant,Unknown,25.2621460,82.9816782
restaurant,Relish Scoop Bar and Cafe,25.2634152,82.9817206
restaurant,Clock Tower,26.2753215,82.4711415
restaurant,Underground Cafe,26.2752273,82.4714497
restaurant,Abhisek Fastfood Corner,26.2714313,82.4679498
restaurant,Unknown,25.2635189,82.9814680
restaurant,Cimaya,25.2638528,82.9815187
restaurant,Unknown,25.2634916,82.9814795
